Invoice ID,City,Gender,Product line,Unit price,Quantity,Total,Date,Payment,gross income,Rating
110-48-7033,Mandalay,Male,Fashion accessories,32.62,4,137.004,1/29/2019,Cash,6.524,9.0
366-93-0948,Yangon,Male,Electronic accessories,66.35,1,69.6675,1/31/2019,Credit card,3.3175,9.7
729-09-9681,Yangon,Male,Home and lifestyle,25.91,6,163.233,2/5/2019,Ewallet,7.773,8.7
151-16-1484,Yangon,Male,Electronic accessories,32.25,4,135.45,2/13/2019,Ewallet,6.45,6.5
380-94-4661,Naypyitaw,Male,Electronic accessories,65.94,4,276.948,2/7/2019,Credit card,13.188,6.9
850-41-9669,Yangon,Female,Electronic accessories,75.06,9,709.317,3/19/2019,Ewallet,33.777,6.2
821-07-3596,Naypyitaw,Female,Fashion accessories,16.45,4,69.09,3/7/2019,Ewallet,3.29,5.6
655-85-5130,Mandalay,Female,Fashion accessories,38.3,4,160.86,3/13/2019,Cash,7.66,5.7
447-15-7839,Yangon,Female,Sports and travel,22.24,10,233.52,2/9/2019,Cash,11.12,4.2
154-74-7179,Mandalay,Male,Sports and travel,54.45,1,57.1725,2/26/2019,Ewallet,2.7225,7.9
253-12-6086,Yangon,Female,Sports and travel,98.4,7,723.24,3/12/2019,Credit card,34.44,8.7
808-65-0703,Naypyitaw,Male,Home and lifestyle,35.47,4,148.974,3/14/2019,Credit card,7.094,6.9
571-94-0759,Mandalay,Female,Food and beverages,74.6,10,783.3,1/8/2019,Cash,37.3,9.5
144-51-6085,Yangon,Male,Home and lifestyle,70.74,4,297.108,1/5/2019,Credit card,14.148,4.4
731-14-2199,Yangon,Female,Home and lifestyle,35.54,10,373.17,1/4/2019,Ewallet,17.77,7.0
783-09-1637,Mandalay,Female,Sports and travel,67.43,5,354.0075,3/6/2019,Ewallet,16.8575,6.3
687-15-1097,Naypyitaw,Female,Health and beauty,21.12,2,44.352,1/3/2019,Cash,2.112,9.7
126-54-1082,Yangon,Female,Home and lifestyle,21.54,9,203.553,1/7/2019,Credit card,9.693,8.8
633-91-1052,Yangon,Female,Home and lifestyle,12.03,2,25.263,1/27/2019,Cash,1.203,5.1
477-24-6490,Mandalay,Female,Health and beauty,99.71,6,628.173,2/26/2019,Ewallet,29.913,7.9
566-19-5475,Mandalay,Male,Fashion accessories,47.97,7,352.5795,1/7/2019,Cash,16.7895,6.2
526-86-8552,Naypyitaw,Female,Home and lifestyle,21.82,10,229.11,1/7/2019,Cash,10.91,7.1
376-56-3573,Naypyitaw,Female,Fashion accessories,95.42,4,400.764,2/2/2019,Ewallet,19.084,6.4
537-72-0426,Naypyitaw,Male,Fashion accessories,70.99,10,745.395,3/20/2019,Cash,35.495,5.7
828-61-5674,Yangon,Male,Sports and travel,44.02,10,462.21,3/20/2019,Credit card,22.01,9.6
136-08-6195,Yangon,Female,Home and lifestyle,69.96,8,587.664,2/15/2019,Credit card,27.984,6.4
523-38-0215,Naypyitaw,Male,Home and lifestyle,37.0,1,38.85,3/6/2019,Credit card,1.85,7.9
490-29-1201,Yangon,Female,Sports and travel,15.34,1,16.107,1/6/2019,Cash,0.767,6.5
667-92-0055,Yangon,Male,Health and beauty,99.83,6,628.929,3/4/2019,Ewallet,29.949,8.5
565-17-3836,Yangon,Female,Health and beauty,47.67,4,200.214,3/12/2019,Cash,9.534,9.1
498-41-1961,Mandalay,Male,Health and beauty,66.68,5,350.07,2/20/2019,Cash,16.67,7.6
593-95-4461,Naypyitaw,Male,Home and lifestyle,74.86,1,78.603,3/24/2019,Cash,3.743,6.9
226-71-3580,Naypyitaw,Female,Sports and travel,23.75,9,224.4375,1/31/2019,Cash,10.6875,9.5
283-79-9594,Mandalay,Female,Food and beverages,48.51,7,356.5485,1/25/2019,Credit card,16.9785,5.2
430-60-3493,Yangon,Female,Home and lifestyle,94.88,7,697.368,2/3/2019,Cash,33.208,4.2
139-20-0155,Mandalay,Male,Electronic accessories,40.3,10,423.15,1/24/2019,Credit card,20.15,7.0
558-80-4082,Naypyitaw,Male,Electronic accessories,27.85,7,204.6975,3/14/2019,Ewallet,9.7475,6.0
278-97-7759,Yangon,Female,Electronic accessories,62.48,1,65.604,2/18/2019,Cash,3.124,4.7
316-68-6352,Yangon,Female,Food and beverages,36.36,2,76.356,1/21/2019,Cash,3.636,7.1
585-03-5943,Mandalay,Male,Health and beauty,18.11,10,190.155,3/13/2019,Ewallet,9.055,5.9
211-05-0490,Naypyitaw,Female,Electronic accessories,51.92,5,272.58,3/3/2019,Cash,12.98,7.5
727-75-6477,Naypyitaw,Male,Electronic accessories,28.84,4,121.128,3/29/2019,Cash,5.768,6.4
744-02-5987,Yangon,Male,Home and lifestyle,78.38,6,493.794,1/10/2019,Ewallet,23.514,5.8
307-83-9164,Yangon,Male,Home and lifestyle,60.01,4,252.042,1/25/2019,Cash,12.002,4.5
779-06-0012,Naypyitaw,Female,Home and lifestyle,88.61,1,93.0405,1/19/2019,Cash,4.4305,7.7
446-47-6729,Naypyitaw,Male,Fashion accessories,99.82,2,209.622,1/2/2019,Credit card,9.982,6.7
573-10-3877,Mandalay,Male,Health and beauty,39.01,1,40.9605,3/12/2019,Credit card,1.9505,4.7
735-06-4124,Naypyitaw,Male,Food and beverages,48.61,1,51.0405,2/25/2019,Cash,2.4305,4.4
439-54-7422,Yangon,Female,Electronic accessories,51.19,4,214.998,3/18/2019,Credit card,10.238,4.7
396-90-2219,Mandalay,Female,Electronic accessories,14.96,8,125.664,2/23/2019,Cash,5.984,8.6
411-77-0180,Yangon,Male,Electronic accessories,72.2,7,530.67,3/26/2019,Ewallet,25.27,4.3
286-01-5402,Yangon,Female,Sports and travel,40.23,7,295.6905,3/30/2019,Cash,14.0805,9.6
803-17-8013,Yangon,Female,Home and lifestyle,88.79,8,745.836,2/17/2019,Cash,35.516,4.1
512-98-1403,Yangon,Female,Electronic accessories,26.48,3,83.412,3/21/2019,Ewallet,3.972,4.7
848-42-2560,Yangon,Female,Fashion accessories,81.91,2,172.011,3/5/2019,Cash,8.191,7.8
532-59-7201,Mandalay,Male,Sports and travel,79.93,6,503.559,1/31/2019,Cash,23.979,5.5
181-94-6432,Naypyitaw,Male,Fashion accessories,69.33,2,145.593,2/5/2019,Ewallet,6.933,9.7
870-76-1733,Yangon,Female,Food and beverages,14.23,5,74.7075,2/1/2019,Credit card,3.5575,4.4
423-64-4619,Yangon,Female,Health and beauty,15.55,9,146.9475,3/7/2019,Cash,6.9975,5.0
227-07-4446,Naypyitaw,Female,Electronic accessories,78.13,10,820.365,2/10/2019,Cash,39.065,4.4
174-36-3675,Naypyitaw,Male,Food and beverages,99.37,2,208.677,2/14/2019,Cash,9.937,5.2
428-83-5800,Naypyitaw,Female,Food and beverages,21.08,3,66.402,2/9/2019,Cash,3.162,7.3
603-07-0961,Naypyitaw,Male,Electronic accessories,74.79,5,392.6475,1/10/2019,Cash,18.6975,4.9
704-20-4138,Naypyitaw,Female,Health and beauty,29.67,7,218.0745,3/11/2019,Credit card,10.3845,8.1
787-15-1757,Naypyitaw,Male,Health and beauty,44.07,4,185.094,2/18/2019,Ewallet,8.814,8.4
649-11-3678,Naypyitaw,Female,Food and beverages,22.93,9,216.6885,2/26/2019,Cash,10.3185,5.5
622-20-1945,Naypyitaw,Female,Health and beauty,39.42,1,41.391,1/18/2019,Cash,1.971,8.4
372-94-8041,Yangon,Male,Health and beauty,15.26,6,96.138,2/15/2019,Ewallet,4.578,9.8
563-91-7120,Yangon,Female,Fashion accessories,61.77,5,324.2925,3/8/2019,Cash,15.4425,6.7
746-54-5508,Yangon,Male,Home and lifestyle,21.52,6,135.576,1/17/2019,Credit card,6.456,9.4
276-54-0879,Mandalay,Male,Sports and travel,97.74,4,410.508,3/12/2019,Ewallet,19.548,6.4
815-11-1168,Yangon,Male,Food and beverages,99.78,5,523.845,3/9/2019,Cash,24.945,5.4
719-76-3868,Naypyitaw,Male,Food and beverages,94.26,4,395.892,3/12/2019,Cash,18.852,8.6
730-61-8757,Mandalay,Male,Health and beauty,51.13,4,214.746,1/25/2019,Credit card,10.226,4.0
340-66-0321,Yangon,Male,Electronic accessories,36.36,4,152.712,3/25/2019,Cash,7.272,7.6
868-81-1752,Mandalay,Male,Home and lifestyle,22.02,9,208.089,2/7/2019,Cash,9.909,6.8
634-97-8956,Yangon,Male,Food and beverages,32.9,3,103.635,2/17/2019,Credit card,4.935,9.1
566-71-1091,Yangon,Male,Fashion accessories,77.02,5,404.355,2/3/2019,Cash,19.255,5.5
442-48-3607,Yangon,Male,Food and beverages,23.48,2,49.308,3/14/2019,Credit card,2.348,7.9
835-16-0096,Naypyitaw,Male,Sports and travel,14.7,5,77.175,3/24/2019,Ewallet,3.675,8.5
527-09-6272,Yangon,Female,Electronic accessories,28.45,5,149.3625,3/21/2019,Credit card,7.1125,9.1
898-04-2717,Yangon,Male,Fashion accessories,76.4,9,721.98,3/19/2019,Ewallet,34.38,7.5
692-27-8933,Mandalay,Female,Sports and travel,57.95,6,365.085,2/24/2019,Cash,17.385,5.2
633-09-3463,Naypyitaw,Female,Electronic accessories,47.65,3,150.0975,3/28/2019,Credit card,7.1475,9.5
374-17-3652,Mandalay,Female,Food and beverages,42.82,9,404.649,2/5/2019,Credit card,19.269,8.9
378-07-7001,Mandalay,Male,Electronic accessories,48.09,3,151.4835,2/10/2019,Credit card,7.2135,7.8
433-75-6987,Mandalay,Female,Health and beauty,55.97,7,411.3795,3/5/2019,Ewallet,19.5895,8.9
873-95-4984,Mandalay,Female,Health and beauty,76.9,7,565.215,2/15/2019,Cash,26.915,7.7
416-13-5917,Naypyitaw,Female,Food and beverages,97.03,5,509.4075,1/30/2019,Ewallet,24.2575,9.3
150-89-8043,Yangon,Male,Sports and travel,44.65,3,140.6475,2/14/2019,Cash,6.6975,6.2
135-84-8019,Yangon,Female,Fashion accessories,77.93,9,736.4385,2/27/2019,Ewallet,35.0685,7.6
441-94-7118,Yangon,Male,Electronic accessories,71.95,1,75.5475,2/4/2019,Cash,3.5975,7.3
725-96-3778,Naypyitaw,Female,Home and lifestyle,89.25,8,749.7,1/20/2019,Cash,35.7,4.7
531-80-1784,Yangon,Male,Electronic accessories,26.02,7,191.247,3/28/2019,Cash,9.107,5.1
400-45-1220,Mandalay,Female,Health and beauty,13.5,10,141.75,2/27/2019,Credit card,6.75,4.8
860-79-0874,Naypyitaw,Female,Fashion accessories,99.3,10,1042.65,2/15/2019,Credit card,49.65,6.6
834-61-8124,Yangon,Male,Electronic accessories,51.69,7,379.9215,1/26/2019,Cash,18.0915,5.5
115-99-4379,Mandalay,Female,Fashion accessories,54.73,7,402.2655,3/14/2019,Credit card,19.1555,8.5
565-67-6697,Mandalay,Male,Home and lifestyle,27.0,9,255.15,3/2/2019,Cash,12.15,4.8
320-49-6392,Naypyitaw,Female,Electronic accessories,30.24,1,31.752,3/4/2019,Cash,1.512,8.4
889-04-9723,Mandalay,Female,Food and beverages,89.14,4,374.388,1/7/2019,Credit card,17.828,7.8
632-90-0281,Naypyitaw,Female,Fashion accessories,37.55,10,394.275,3/8/2019,Credit card,18.775,9.3
554-42-2417,Naypyitaw,Female,Sports and travel,95.44,10,1002.12,1/9/2019,Cash,47.72,5.2
453-63-6187,Mandalay,Male,Electronic accessories,27.5,3,86.625,3/1/2019,Ewallet,4.125,6.5
578-80-7669,Mandalay,Male,Sports and travel,74.97,1,78.7185,3/16/2019,Cash,3.7485,5.6
612-36-5536,Yangon,Male,Food and beverages,80.96,8,680.064,2/17/2019,Credit card,32.384,7.4
605-72-4132,Naypyitaw,Female,Food and beverages,94.47,8,793.548,2/27/2019,Cash,37.788,9.1
471-41-2823,Naypyitaw,Male,Food and beverages,99.79,2,209.559,3/7/2019,Ewallet,9.979,8.0
462-67-9126,Yangon,Male,Home and lifestyle,73.22,6,461.286,1/21/2019,Cash,21.966,7.2
272-27-9238,Naypyitaw,Female,Food and beverages,41.24,4,173.208,2/19/2019,Cash,8.248,7.1
834-25-9262,Naypyitaw,Female,Fashion accessories,81.68,4,343.056,1/6/2019,Cash,16.336,9.1
122-61-9553,Naypyitaw,Female,Electronic accessories,51.32,9,484.974,3/14/2019,Cash,23.094,5.6
468-88-0009,Yangon,Male,Home and lifestyle,65.94,4,276.948,3/24/2019,Cash,13.188,6.0
613-59-9758,Naypyitaw,Female,Sports and travel,14.36,10,150.78,1/27/2019,Cash,7.18,5.4
254-31-0042,Yangon,Male,Electronic accessories,21.5,9,203.175,3/6/2019,Credit card,9.675,7.8
201-86-2184,Mandalay,Female,Electronic accessories,26.26,7,193.011,2/2/2019,Cash,9.191,9.9
261-12-8671,Mandalay,Female,Fashion accessories,60.96,2,128.016,1/25/2019,Credit card,6.096,4.9
730-70-9830,Naypyitaw,Female,Home and lifestyle,70.11,6,441.693,3/14/2019,Ewallet,21.033,5.2
382-25-8917,Naypyitaw,Male,Fashion accessories,42.08,6,265.104,1/29/2019,Cash,12.624,8.9
422-29-8786,Yangon,Female,Home and lifestyle,67.09,5,352.2225,1/3/2019,Credit card,16.7725,9.1
667-23-5919,Yangon,Female,Fashion accessories,96.7,5,507.675,1/14/2019,Ewallet,24.175,7.0
843-01-4703,Mandalay,Female,Home and lifestyle,35.38,9,334.341,1/5/2019,Credit card,15.921,9.6
743-88-1662,Naypyitaw,Male,Sports and travel,95.49,7,701.8515,2/22/2019,Ewallet,33.4215,8.7
595-86-2894,Naypyitaw,Male,Fashion accessories,96.98,4,407.316,2/6/2019,Ewallet,19.396,9.4
182-69-8360,Mandalay,Female,Electronic accessories,23.65,4,99.33,1/30/2019,Credit card,4.73,4.0
289-15-7034,Yangon,Male,Sports and travel,82.33,4,345.786,1/11/2019,Credit card,16.466,7.5
462-78-5240,Naypyitaw,Female,Electronic accessories,26.61,2,55.881,3/19/2019,Cash,2.661,4.2
868-52-7573,Mandalay,Female,Food and beverages,99.69,5,523.3725,1/14/2019,Cash,24.9225,9.9
153-58-4872,Naypyitaw,Female,Food and beverages,74.89,4,314.538,3/1/2019,Ewallet,14.978,4.2
662-72-2873,Yangon,Female,Food and beverages,40.94,5,214.935,1/6/2019,Ewallet,10.235,9.9
525-88-7307,Mandalay,Male,Sports and travel,75.82,1,79.611,1/31/2019,Cash,3.791,5.8
689-16-9784,Naypyitaw,Male,Food and beverages,46.77,6,294.651,3/11/2019,Cash,14.031,6.0
725-56-0833,Yangon,Female,Health and beauty,32.32,10,339.36,2/20/2019,Credit card,16.16,10.0
394-41-0748,Naypyitaw,Female,Fashion accessories,54.07,9,510.9615,1/27/2019,Ewallet,24.3315,9.5
596-42-3999,Mandalay,Male,Food and beverages,18.22,7,133.917,3/10/2019,Credit card,6.377,6.6
541-89-9860,Naypyitaw,Female,Fashion accessories,80.48,3,253.512,2/15/2019,Cash,12.072,8.1
173-82-9529,Mandalay,Female,Fashion accessories,37.95,10,398.475,1/26/2019,Cash,18.975,9.7
563-36-9814,Yangon,Male,Electronic accessories,76.82,1,80.661,2/13/2019,Ewallet,3.841,7.2
308-47-4913,Yangon,Female,Sports and travel,52.26,10,548.73,3/9/2019,Credit card,26.13,6.2
885-17-6250,Yangon,Female,Health and beauty,79.74,1,83.727,3/6/2019,Ewallet,3.987,7.3
726-27-2396,Yangon,Female,Health and beauty,77.5,5,406.875,1/24/2019,Ewallet,19.375,4.3
316-01-3952,Yangon,Female,Food and beverages,54.27,5,284.9175,3/13/2019,Ewallet,13.5675,4.6
760-54-1821,Mandalay,Male,Home and lifestyle,13.59,9,128.4255,3/15/2019,Cash,6.1155,5.8
793-10-3222,Mandalay,Female,Health and beauty,41.06,6,258.678,3/5/2019,Credit card,12.318,8.3
346-12-3257,Mandalay,Male,Electronic accessories,19.24,9,181.818,3/4/2019,Cash,8.658,8.0
110-05-6330,Naypyitaw,Female,Food and beverages,39.43,6,248.409,3/25/2019,Credit card,11.829,9.4
651-61-0874,Naypyitaw,Male,Home and lifestyle,46.22,4,194.124,3/12/2019,Credit card,9.244,6.2
236-86-3015,Naypyitaw,Male,Home and lifestyle,13.98,1,14.679,2/4/2019,Ewallet,0.699,9.8
831-64-0259,Mandalay,Female,Fashion accessories,39.75,5,208.6875,2/22/2019,Ewallet,9.9375,9.6
587-03-7455,Naypyitaw,Female,Fashion accessories,97.79,7,718.7565,2/16/2019,Ewallet,34.2265,4.9
882-40-4577,Yangon,Male,Sports and travel,67.26,4,282.492,1/19/2019,Credit card,13.452,8.0
732-67-5346,Yangon,Male,Food and beverages,13.79,5,72.3975,1/11/2019,Credit card,3.4475,7.8
725-32-9708,Mandalay,Female,Fashion accessories,68.71,4,288.582,1/4/2019,Cash,13.742,4.1
256-08-8343,Yangon,Female,Home and lifestyle,56.53,4,237.426,3/4/2019,Ewallet,11.306,5.5
372-26-1506,Naypyitaw,Female,Fashion accessories,23.82,5,125.055,1/28/2019,Ewallet,5.955,5.4
244-08-0162,Mandalay,Female,Health and beauty,34.21,10,359.205,1/2/2019,Cash,17.105,5.1
569-71-4390,Mandalay,Male,Sports and travel,21.87,2,45.927,1/25/2019,Ewallet,2.187,6.9
132-23-6451,Yangon,Male,Health and beauty,20.97,5,110.0925,1/4/2019,Cash,5.2425,7.8
696-90-2548,Yangon,Male,Sports and travel,25.84,3,81.396,3/10/2019,Ewallet,3.876,6.6
472-15-9636,Yangon,Male,Home and lifestyle,50.93,8,427.812,3/22/2019,Ewallet,20.372,9.2
268-03-6164,Mandalay,Male,Health and beauty,96.11,1,100.9155,1/25/2019,Ewallet,4.8055,7.8
750-57-9686,Naypyitaw,Female,Home and lifestyle,45.38,4,190.596,1/8/2019,Credit card,9.076,8.7
186-09-3669,Naypyitaw,Female,Health and beauty,81.51,1,85.5855,1/22/2019,Ewallet,4.0755,9.2
848-07-1692,Mandalay,Female,Health and beauty,57.22,2,120.162,1/12/2019,Ewallet,5.722,8.3
745-71-3520,Yangon,Female,Electronic accessories,25.22,7,185.367,2/4/2019,Cash,8.827,8.2
266-76-6436,Naypyitaw,Female,Food and beverages,38.6,3,121.59,3/28/2019,Ewallet,5.79,7.5
740-22-2500,Naypyitaw,Female,Electronic accessories,84.05,3,264.7575,1/23/2019,Cash,12.6075,9.8
271-88-8734,Naypyitaw,Female,Fashion accessories,97.21,10,1020.705,2/8/2019,Credit card,48.605,8.7
301-81-8610,Mandalay,Male,Fashion accessories,25.42,8,213.528,3/19/2019,Credit card,10.168,6.7
489-64-4354,Naypyitaw,Male,Fashion accessories,16.28,1,17.094,3/9/2019,Cash,0.814,5.0
198-84-7132,Mandalay,Male,Fashion accessories,40.61,9,383.7645,1/2/2019,Cash,18.2745,7.0
269-10-8440,Yangon,Male,Health and beauty,53.17,7,390.7995,1/21/2019,Cash,18.6095,8.9
650-98-6268,Mandalay,Female,Food and beverages,20.87,3,65.7405,3/20/2019,Credit card,3.1305,8.0
741-73-3559,Mandalay,Male,Sports and travel,67.27,5,353.1675,2/27/2019,Cash,16.8175,6.9
325-77-6186,Yangon,Female,Home and lifestyle,90.65,10,951.825,3/8/2019,Ewallet,45.325,7.3
286-75-7818,Mandalay,Male,Fashion accessories,69.08,2,145.068,1/31/2019,Credit card,6.908,6.9
574-57-9721,Naypyitaw,Male,Food and beverages,43.27,2,90.867,3/8/2019,Ewallet,4.327,5.7
459-50-7686,Yangon,Female,Electronic accessories,23.46,6,147.798,1/13/2019,Ewallet,7.038,6.4
616-87-0016,Mandalay,Male,Fashion accessories,95.54,7,702.219,3/9/2019,Credit card,33.439,9.6
837-55-7229,Mandalay,Female,Fashion accessories,47.44,1,49.812,2/22/2019,Credit card,2.372,6.8
751-69-0068,Naypyitaw,Male,Sports and travel,99.24,9,937.818,3/19/2019,Ewallet,44.658,9.0
257-73-1380,Naypyitaw,Male,Sports and travel,82.93,4,348.306,1/20/2019,Ewallet,16.586,9.6
345-08-4992,Yangon,Male,Home and lifestyle,33.99,6,214.137,3/8/2019,Credit card,10.197,7.7
549-96-4200,Naypyitaw,Male,Food and beverages,17.04,4,71.568,3/8/2019,Ewallet,3.408,7.0
810-60-6344,Naypyitaw,Female,Electronic accessories,40.86,8,343.224,2/7/2019,Credit card,16.344,6.5
450-28-2866,Naypyitaw,Male,Food and beverages,17.44,5,91.56,1/15/2019,Cash,4.36,8.1
394-30-3170,Mandalay,Female,Sports and travel,88.43,8,742.812,3/22/2019,Credit card,35.372,4.3
138-17-5109,Yangon,Female,Home and lifestyle,89.21,9,843.0345,1/15/2019,Credit card,40.1445,6.5
192-98-7397,Naypyitaw,Male,Fashion accessories,12.78,1,13.419,1/8/2019,Ewallet,0.639,9.5
301-11-9629,Yangon,Female,Sports and travel,19.1,7,140.385,1/15/2019,Cash,6.685,9.7
390-80-5128,Mandalay,Female,Health and beauty,19.15,1,20.1075,1/28/2019,Credit card,0.9575,9.5
235-46-8343,Naypyitaw,Male,Food and beverages,27.66,10,290.43,2/14/2019,Credit card,13.83,8.9
453-12-7053,Naypyitaw,Male,Fashion accessories,45.74,3,144.081,3/10/2019,Credit card,6.861,6.5
296-11-7041,Mandalay,Female,Health and beauty,27.07,1,28.4235,1/12/2019,Credit card,1.3535,5.3
449-27-2918,Mandalay,Female,Sports and travel,39.12,1,41.076,3/26/2019,Credit card,1.956,9.6
891-01-7034,Mandalay,Female,Electronic accessories,74.71,6,470.673,1/1/2019,Cash,22.413,6.7
744-09-5786,Mandalay,Male,Electronic accessories,22.01,6,138.663,1/2/2019,Cash,6.603,7.6
727-17-0390,Yangon,Female,Food and beverages,63.61,5,333.9525,3/16/2019,Ewallet,15.9025,4.8
568-88-3448,Yangon,Male,Health and beauty,25.0,1,26.25,3/3/2019,Ewallet,1.25,5.5
187-83-5490,Yangon,Male,Electronic accessories,20.77,4,87.234,1/31/2019,Cash,4.154,4.7
767-54-1907,Mandalay,Female,Fashion accessories,29.56,5,155.19,2/13/2019,Cash,7.39,6.9
710-46-4433,Mandalay,Female,Food and beverages,77.4,9,731.43,2/15/2019,Credit card,34.83,4.5
533-33-5337,Mandalay,Male,Electronic accessories,79.39,10,833.595,2/7/2019,Cash,39.695,6.2
325-90-8763,Naypyitaw,Female,Electronic accessories,46.57,10,488.985,1/27/2019,Cash,23.285,7.6
729-46-7422,Naypyitaw,Male,Food and beverages,35.89,1,37.6845,2/23/2019,Credit card,1.7945,7.9
639-76-1242,Naypyitaw,Male,Food and beverages,40.52,5,212.73,2/3/2019,Cash,10.13,4.5
234-03-4040,Mandalay,Female,Food and beverages,73.05,10,767.025,3/3/2019,Credit card,36.525,8.7
326-71-2155,Naypyitaw,Female,Sports and travel,73.95,4,310.59,2/3/2019,Cash,14.79,6.1
320-32-8842,Naypyitaw,Female,Food and beverages,22.62,1,23.751,3/17/2019,Cash,1.131,6.4
470-32-9057,Yangon,Male,Food and beverages,51.34,5,269.535,3/28/2019,Credit card,12.835,9.1
878-30-2331,Naypyitaw,Female,Sports and travel,54.55,10,572.775,3/2/2019,Credit card,27.275,7.1
440-59-5691,Naypyitaw,Female,Health and beauty,37.15,7,273.0525,2/8/2019,Credit card,13.0025,7.7
554-53-3790,Mandalay,Male,Sports and travel,37.02,6,233.226,3/22/2019,Cash,11.106,4.5
746-19-0921,Naypyitaw,Male,Food and beverages,21.58,1,22.659,2/9/2019,Ewallet,1.079,7.2
233-34-0817,Naypyitaw,Female,Electronic accessories,98.84,1,103.782,2/15/2019,Cash,4.942,8.4
767-05-1286,Naypyitaw,Female,Home and lifestyle,83.77,6,527.751,1/23/2019,Ewallet,25.131,5.4
340-21-9136,Yangon,Female,Sports and travel,40.05,4,168.21,1/25/2019,Cash,8.01,9.7
405-31-3305,Yangon,Male,Fashion accessories,43.13,10,452.865,2/2/2019,Credit card,21.565,5.5
731-59-7531,Mandalay,Male,Health and beauty,72.57,8,609.588,3/30/2019,Cash,29.028,4.6
676-39-6028,Yangon,Female,Electronic accessories,64.44,5,338.31,3/30/2019,Cash,16.11,6.6
502-05-1910,Yangon,Male,Health and beauty,65.18,3,205.317,2/25/2019,Credit card,9.777,6.3
485-30-8700,Yangon,Female,Sports and travel,33.26,5,174.615,3/18/2019,Credit card,8.315,4.2
598-47-9715,Naypyitaw,Male,Electronic accessories,84.07,4,353.094,3/7/2019,Ewallet,16.814,4.4
701-69-8742,Mandalay,Male,Sports and travel,34.37,10,360.885,3/16/2019,Ewallet,17.185,6.7
575-67-1508,Yangon,Male,Electronic accessories,38.6,1,40.53,1/29/2019,Ewallet,1.93,6.7
541-08-3113,Naypyitaw,Male,Food and beverages,65.97,8,554.148,2/2/2019,Cash,26.388,8.4
246-11-3901,Naypyitaw,Female,Electronic accessories,32.8,10,344.4,2/15/2019,Cash,16.4,6.2
674-15-9296,Yangon,Male,Sports and travel,37.14,5,194.985,1/8/2019,Ewallet,9.285,5.0
305-18-3552,Mandalay,Male,Home and lifestyle,60.38,10,633.99,2/12/2019,Cash,30.19,6.0
493-65-6248,Naypyitaw,Female,Sports and travel,36.98,10,388.29,1/1/2019,Credit card,18.49,7.0
438-01-4015,Mandalay,Female,Sports and travel,49.49,4,207.858,3/21/2019,Ewallet,9.898,6.6
709-58-4068,Mandalay,Female,Fashion accessories,41.09,10,431.445,2/28/2019,Cash,20.545,7.3
795-49-7276,Yangon,Male,Fashion accessories,37.15,4,156.03,3/23/2019,Ewallet,7.43,8.3
556-72-8512,Naypyitaw,Male,Home and lifestyle,22.96,1,24.108,1/30/2019,Cash,1.148,4.3
627-95-3243,Mandalay,Female,Home and lifestyle,77.68,9,734.076,2/4/2019,Ewallet,34.956,9.8
686-41-0932,Mandalay,Female,Fashion accessories,34.7,2,72.87,3/13/2019,Ewallet,3.47,8.2
510-09-5628,Yangon,Female,Fashion accessories,19.66,10,206.43,3/15/2019,Credit card,9.83,7.2
608-04-3797,Mandalay,Female,Health and beauty,25.32,8,212.688,3/5/2019,Ewallet,10.128,8.7
148-82-2527,Naypyitaw,Female,Home and lifestyle,12.12,10,127.26,3/5/2019,Credit card,6.06,8.4
437-53-3084,Mandalay,Male,Fashion accessories,99.89,2,209.769,2/26/2019,Ewallet,9.989,7.1
632-32-4574,Mandalay,Male,Sports and travel,75.92,8,637.728,3/20/2019,Cash,30.368,5.5
556-97-7101,Naypyitaw,Female,Electronic accessories,63.22,2,132.762,1/1/2019,Cash,6.322,8.5
862-59-8517,Naypyitaw,Female,Food and beverages,90.24,6,568.512,1/27/2019,Cash,27.072,6.2
401-18-8016,Mandalay,Female,Sports and travel,98.13,1,103.0365,1/21/2019,Cash,4.9065,8.9
420-18-8989,Yangon,Female,Sports and travel,51.52,8,432.768,2/2/2019,Cash,20.608,9.6
277-63-2961,Mandalay,Male,Sports and travel,73.97,1,77.6685,2/3/2019,Credit card,3.6985,5.4
573-98-8548,Naypyitaw,Female,Fashion accessories,31.9,1,33.495,1/5/2019,Ewallet,1.595,9.1
620-02-2046,Naypyitaw,Male,Home and lifestyle,69.4,2,145.74,1/27/2019,Ewallet,6.94,9.0
282-35-2475,Mandalay,Female,Sports and travel,93.31,2,195.951,3/25/2019,Cash,9.331,6.3
511-54-3087,Mandalay,Male,Sports and travel,88.45,1,92.8725,2/25/2019,Credit card,4.4225,9.5
726-29-6793,Yangon,Male,Electronic accessories,24.18,8,203.112,1/28/2019,Ewallet,9.672,9.8
387-49-4215,Mandalay,Female,Sports and travel,48.5,3,152.775,1/8/2019,Cash,7.275,6.7
862-17-9201,Mandalay,Female,Food and beverages,84.05,6,529.515,1/29/2019,Credit card,25.215,7.7
291-21-5991,Mandalay,Male,Health and beauty,61.29,5,321.7725,3/29/2019,Cash,15.3225,7.0
602-80-9671,Naypyitaw,Female,Home and lifestyle,15.95,6,100.485,2/9/2019,Credit card,4.785,5.1
347-72-6115,Mandalay,Female,Sports and travel,90.74,7,666.939,1/16/2019,Credit card,31.759,6.2
